x,y,u,v,omega
0.25238095,0.30000000,-0.08469879,0.07700969,0.14320733
0.25238095,0.30952381,-0.08640772,0.08135231,0.13088001
0.25238095,0.31904762,-0.08801653,0.08578161,0.11815757
0.25238095,0.32857143,-0.08952034,0.09029344,0.10504760
0.25238095,0.33809524,-0.09091424,0.09488329,0.09155969
0.25238095,0.34761905,-0.09219331,0.09954622,0.07770558
0.25238095,0.35714286,-0.09335269,0.10427695,0.06349930
0.25238095,0.36666667,-0.09438758,0.10906971,0.04895721
0.25238095,0.37619048,-0.09529335,0.11391835,0.03409813
0.25238095,0.38571429,-0.09606553,0.11881625,0.01894340
0.25238095,0.39523810,-0.09669990,0.12375636,0.00351688
0.25238095,0.40476190,-0.09719254,0.12873119,-0.01215501
0.25238095,0.41428571,-0.09753989,0.13373280,-0.02804330
0.25238095,0.42380952,-0.09773878,0.13875280,-0.04411658
0.25238095,0.43333333,-0.09778650,0.14378242,-0.06034108
0.25238095,0.44285714,-0.09768087,0.14881243,-0.07668074
0.25238095,0.45238095,-0.09742030,0.15383318,-0.09309750
0.25238095,0.46190476,-0.09700377,0.15883473,-0.10955139
0.25238095,0.47142857,-0.09643096,0.16380666,-0.12600087
0.25238095,0.48095238,-0.09570231,0.16873829,-0.14240308
0.25238095,0.49047619,-0.09481893,0.17361861,-0.15871426
0.25238095,0.50000000,-0.09378280,0.17843632,-0.17489006
0.25238095,0.50952381,-0.09259668,0.18317986,-0.19088601
0.25238095,0.51904762,-0.09126421,0.18783739,-0.20665808
0.25238095,0.52857143,-0.08978988,0.19239697,-0.22216317
0.25238095,0.53809524,-0.08817907,0.19684635,-0.23735981
0.25238095,0.54761905,-0.08643802,0.20117322,-0.25220880
0.25238095,0.55714286,-0.08457386,0.20536508,-0.26667410
0.25238095,0.56666667,-0.08259459,0.20940933,-0.28072360
0.25238095,0.57619048,-0.08050898,0.21329322,-0.29433039
0.25238095,0.58571429,-0.07832663,0.21700397,-0.30747375
0.25238095,0.59523810,-0.07605782,0.22052860,-0.32014072
0.25238095,0.60476190,-0.07371350,0.22385409,-0.33232781
0.25238095,0.61428571,-0.07130515,0.22696725,-0.34404302
0.25238095,0.62380952,-0.06884465,0.22985473,-0.35530826
0.25238095,0.63333333,-0.06634416,0.23250298,-0.36616266
0.25238095,0.64285714,-0.06381588,0.23489819,-0.37666607
0.25238095,0.65238095,-0.06127185,0.23702624,-0.38690391
0.25238095,0.66190476,-0.05872364,0.23887259,-0.39699322
0.25238095,0.67142857,-0.05618196,0.24042220,-0.40708971
0.25238095,0.68095238,-0.05365622,0.24165940,-0.41739732
0.25238095,0.69047619,-0.05115399,0.24256778,-0.42817971
0.25238095,0.70000000,-0.04868022,0.24312992,-0.43977472
0.25238095,0.70952381,-0.04623646,0.24332741,-0.45261255
0.25238095,0.71904762,-0.04381967,0.24314038,-0.46723816
0.25238095,0.72857143,-0.04142097,0.24254751,-0.48433906
0.25238095,0.73809524,-0.03902390,0.24152558,-0.50477916
0.25238095,0.74761905,-0.03660237,0.24004930,-0.52964014
0.25238095,0.75714286,-0.03411817,0.23809099,-0.56027067
0.25238095,0.76666667,-0.03151781,0.23562028,-0.59834492
0.25238095,0.77619048,-0.02872881,0.23260377,-0.64593077
0.25238095,0.78571429,-0.02565517,0.22900495,-0.70556700
0.25238095,0.79523810,-0.02217196,0.22478385,-0.78034884
0.25238095,0.80476190,-0.01811901,0.21989723,-0.87401879
0.25238095,0.81428571,-0.01329361,0.21429867,-0.99105805
0.25238095,0.82380952,-0.00744218,0.20793924,-1.13676989
0.25238095,0.83333333,-0.00025116,0.20076859,-1.31734264
0.25238095,0.84285714,0.00866271,0.19273669,-1.53987491
0.25238095,0.85238095,0.01976219,0.18379651,-1.81233835
0.25238095,0.86190476,0.03359865,0.17390805,-2.14344454
0.25238095,0.87142857,0.05081929,0.16304357,-2.54237700
0.25238095,0.88095238,0.07217082,0.15119480,-3.01833534
0.25238095,0.89047619,0.09849735,0.13838191,-3.57983851
0.25238095,0.90000000,0.13072959,0.12466469,-4.23372269
0.25238095,0.90952381,0.16986181,0.11015517,-4.98378468
0.25238095,0.91904762,0.21691251,0.09503150,-5.82903242
0.25238095,0.92857143,0.27286470,0.07955146,-6.76156569
0.25238095,0.93809524,0.33858183,0.06406364,-7.76417065
0.25238095,0.94761905,0.41469771,0.04901323,-8.80786037
0.25238095,0.95714286,0.50148141,0.03493869,-9.84975529
0.25238095,0.96666667,0.59868401,0.02245500,-10.83191681
0.25238095,0.97619048,0.70538139,0.01221991,-11.68190670
0.25238095,0.98571429,0.81983685,0.00488124,-12.31595993
0.25238095,0.99523810,0.93941528,0.00100721,-12.56185150
0.26190476,0.00476190,-0.00172839,0.00005767,0.35968739
0.26190476,0.01428571,-0.00515416,0.00028145,0.35802326
0.26190476,0.02380952,-0.00854966,0.00071584,0.35470158
0.26190476,0.03333333,-0.01191512,0.00134899,0.35129365
0.26190476,0.04285714,-0.01525037,0.00217030,0.34775177
0.26190476,0.05238095,-0.01855492,0.00317028,0.34403577
0.26190476,0.06190476,-0.02182806,0.00434049,0.34011218
0.26190476,0.07142857,-0.02506890,0.00567346,0.33595297
0.26190476,0.08095238,-0.02827645,0.00716256,0.33153468
0.26190476,0.09047619,-0.03144959,0.00880194,0.32683775
0.26190476,0.10000000,-0.03458714,0.01058648,0.32184550
0.26190476,0.10952381,-0.03768787,0.01251164,0.31654382
0.26190476,0.11904762,-0.04075044,0.01457346,0.31092039
0.26190476,0.12857143,-0.04377348,0.01676844,0.30496448
0.26190476,0.13809524,-0.04675549,0.01909350,0.29866636
0.26190476,0.14761905,-0.04969490,0.02154593,0.29201716
0.26190476,0.15714286,-0.05259001,0.02412331,0.28500861
0.26190476,0.16666667,-0.05543898,0.02682348,0.27763286
0.26190476,0.17619048,-0.05823981,0.02964446,0.26988238
0.26190476,0.18571429,-0.06099034,0.03258446,0.26174989
0.26190476,0.19523810,-0.06368820,0.03564176,0.25322831
0.26190476,0.20476190,-0.06633081,0.03881473,0.24431083
0.26190476,0.21428571,-0.06891539,0.04210178,0.23499085
0.26190476,0.22380952,-0.07143889,0.04550127,0.22526218
0.26190476,0.23333333,-0.07389805,0.04901155,0.21511903
0.26190476,0.24285714,-0.07628934,0.05263085,0.20455614
0.26190476,0.25238095,-0.07860902,0.05635731,0.19356893
0.26190476,0.26190476,-0.08085306,0.06018887,0.18215366
0.26190476,0.27142857,-0.08301724,0.06412333,0.17030756
0.26190476,0.28095238,-0.08509708,0.06815824,0.15802902
0.26190476,0.29047619,-0.08708793,0.07229088,0.14531772
0.26190476,0.30000000,-0.08898492,0.07651827,0.13217488
0.26190476,0.30952381,-0.09078304,0.08083710,0.11860339
0.26190476,0.31904762,-0.09247714,0.08524372,0.10460798
0.26190476,0.32857143,-0.09406198,0.08973414,0.09019546
0.26190476,0.33809524,-0.09553225,0.09430393,0.07537480
0.26190476,0.34761905,-0.09688261,0.09894828,0.06015734
0.26190476,0.35714286,-0.09810779,0.10366196,0.04455691
0.26190476,0.36666667,-0.09920255,0.10843927,0.02858997
0.26190476,0.37619048,-0.10016181,0.11327406,0.01227566
0.26190476,0.38571429,-0.10098063,0.11815972,-0.00436405
0.26190476,0.39523810,-0.10165435,0.12308916,-0.02130438
0.26190476,0.40476190,-0.10217858,0.12805483,-0.03851770
0.26190476,0.41428571,-0.10254931,0.13304867,-0.05597354
0.26190476,0.42380952,-0.10276290,0.13806219,-0.07363865
0.26190476,0.43333333,-0.10281622,0.14308642,-0.09147711
0.26190476,0.44285714,-0.10270668,0.14811195,-0.10945044
0.26190476,0.45238095,-0.10243224,0.15312892,-0.12751783
0.26190476,0.46190476,-0.10199151,0.15812708,-0.14563628
0.26190476,0.47142857,-0.10138384,0.16309576,-0.16376096
0.26190476,0.48095238,-0.10060925,0.16802393,-0.18184550
0.26190476,0.49047619,-0.09966861,0.17290024,-0.19984232
0.26190476,0.50000000,-0.09856357,0.17771299,-0.21770312
0.26190476,0.50952381,-0.09729665,0.18245021,-0.23537932
0.26190476,0.51904762,-0.09587124,0.18709965,-0.25282261
0.26190476,0.52857143,-0.09429163,0.19164889,-0.26998553
0.26190476,0.53809524,-0.09256303,0.19608521,-0.28682220
0.26190476,0.54761905,-0.09069153,0.20039582,-0.30328897
0.26190476,0.55714286,-0.08868410,0.20456772,-0.31934536
0.26190476,0.56666667,-0.08654863,0.20858775,-0.33495501
0.26190476,0.57619048,-0.08429378,0.21244270,-0.35008675
0.26190476,0.58571429,-0.08192904,0.21611919,-0.36471590
0.26190476,0.59523810,-0.07946460,0.21960375,-0.37882572
0.26190476,0.60476190,-0.07691127,0.22288279,-0.39240932
0.26190476,0.61428571,-0.07428039,0.22594264,-0.40547162
0.26190476,0.62380952,-0.07158367,0.22876941,-0.41803199
0.26190476,0.63333333,-0.06883305,0.23134907,-0.43012753
0.26190476,0.64285714,-0.06604046,0.23366731,-0.44181678
0.26190476,0.65238095,-0.06321760,0.23570959,-0.45318481
0.26190476,0.66190476,-0.06037561,0.23746097,-0.46434903
0.26190476,0.67142857,-0.05752466,0.23890603,-0.47546697
0.26190476,0.68095238,-0.05467350,0.24002880,-0.48674551
0.26190476,0.69047619,-0.05182890,0.24081263,-0.49845296
0.26190476,0.70000000,-0.04899485,0.24124001,-0.51093358
0.26190476,0.70952381,-0.04617171,0.24129242,-0.52462608
0.26190476,0.71904762,-0.04335511,0.24095012,-0.54008603
0.26190476,0.72857143,-0.04053455,0.24019203,-0.55801404
0.26190476,0.73809524,-0.03769171,0.23899534,-0.57928920
0.26190476,0.74761905,-0.03479838,0.23733544,-0.60501039
0.26190476,0.75714286,-0.03181394,0.23518553,-0.63654470
0.26190476,0.76666667,-0.02868224,0.23251647,-0.67558450
0.26190476,0.77619048,-0.02532791,0.22929649,-0.72421348
0.26190476,0.78571429,-0.02165186,0.22549109,-0.78498006
0.26190476,0.79523810,-0.01752605,0.22106296,-0.86097819
0.26190476,0.80476190,-0.01278736,0.21597202,-0.95593041
0.26190476,0.81428571,-0.00723051,0.21017581,-1.07426953
0.26190476,0.82380952,-0.00060025,0.20363021,-1.22120833
0.26190476,0.83333333,0.00741725,0.19629052,-1.40278649
0.26190476,0.84285714,0.01720330,0.18811344,-1.62587488
0.26190476,0.85238095,0.02921548,0.17905973,-1.89811528
0.26190476,0.86190476,0.04399544,0.16909811,-2.22776294
0.26190476,0.87142857,0.06217464,0.15821043,-2.62339568
0.26190476,0.88095238,0.08447617,0.14639850,-3.09344125
0.26190476,0.89047619,0.11171085,0.13369252,-3.64547777
0.26190476,0.90000000,0.14476459,0.12016125,-4.28525543
0.26190476,0.90952381,0.18457410,0.10592347,-5.01539707
0.26190476,0.91904762,0.23208714,0.09116023,-5.83376503
0.26190476,0.92857143,0.28820398,0.07612634,-6.73151779
0.26190476,0.93809524,0.35369715,0.06115954,-7.69096708
0.26190476,0.94761905,0.42910799,0.04668431,-8.68344021
0.26190476,0.95714286,0.51462251,0.03320744,-9.66753197
0.26190476,0.96666667,0.60993254,0.02130149,-10.58825874
0.26190476,0.97619048,0.71409595,0.01157348,-11.37781143
0.26190476,0.98571429,0.82541716,0.00461728,-11.95858192
0.26190476,0.99523810,0.94137442,0.00095190,-12.18105221
0.27142857,0.00476190,-0.00184347,0.00005741,0.38238147
0.27142857,0.01428571,-0.00548555,0.00028011,0.37998691
0.27142857,0.02380952,-0.00908486,0.00071232,0.37527290
0.27142857,0.03333333,-0.01264288,0.00134212,0.37053221
0.27142857,0.04285714,-0.01616062,0.00215881,0.36571133
0.27142857,0.05238095,-0.01963867,0.00315282,0.36076474
0.27142857,0.06190476,-0.02307732,0.00431562,0.35565373
0.27142857,0.07142857,-0.02647660,0.00563961,0.35034537
0.27142857,0.08095238,-0.02983633,0.00711809,0.34481165
0.27142857,0.09047619,-0.03315614,0.00874513,0.33902854
0.27142857,0.10000000,-0.03643553,0.01051554,0.33297536
0.27142857,0.10952381,-0.03967384,0.01242472,0.32663414
0.27142857,0.11904762,-0.04287027,0.01446870,0.31998897
0.27142857,0.12857143,-0.04602389,0.01664395,0.31302571
0.27142857,0.13809524,-0.04913362,0.01894743,0.30573151
0.27142857,0.14761905,-0.05219822,0.02137646,0.29809436
0.27142857,0.15714286,-0.05521628,0.02392868,0.29010323
0.27142857,0.16666667,-0.05818620,0.02660201,0.28174746
0.27142857,0.17619048,-0.06110616,0.02939459,0.27301693
0.27142857,0.18571429,-0.06397413,0.03230473,0.26390177
0.27142857,0.19523810,-0.06678786,0.03533089,0.25439256
0.27142857,0.20476190,-0.06954482,0.03847158,0.24448004
0.27142857,0.21428571,-0.07224222,0.04172538,0.23415537
0.27142857,0.22380952,-0.07487702,0.04509085,0.22341008
0.27142857,0.23333333,-0.07744586,0.04856652,0.21223623
0.27142857,0.24285714,-0.07994515,0.05215085,0.20062645
0.27142857,0.25238095,-0.08237097,0.05584216,0.18857412
0.27142857,0.26190476,-0.08471914,0.05963863,0.17607355
0.27142857,0.27142857,-0.08698523,0.06353824,0.16312009
0.27142857,0.28095238,-0.08916451,0.06753876,0.14971034
0.27142857,0.29047619,-0.09125206,0.07163768,0.13584237
0.27142857,0.30000000,-0.09324270,0.07583220,0.12151583
0.27142857,0.30952381,-0.09513109,0.08011920,0.10673227
0.27142857,0.31904762,-0.09691172,0.08449520,0.09149523
0.27142857,0.32857143,-0.09857895,0.08895635,0.07581051
0.27142857,0.33809524,-0.10012707,0.09349836,0.05968628
0.27142857,0.34761905,-0.10155032,0.09811653,0.04313336
0.27142857,0.35714286,-0.10284295,0.10280571,0.02616526
0.27142857,0.36666667,-0.10399926,0.10756027,0.00879844
0.27142857,0.37619048,-0.10501371,0.11237410,-0.00894769
0.27142857,0.38571429,-0.10588087,0.11724058,-0.02705058
0.27142857,0.39523810,-0.10659558,0.12215260,-0.04548453
0.27142857,0.40476190,-0.10715297,0.12710257,-0.06422067
0.27142857,0.41428571,-0.10754852,0.13208231,-0.08322696
0.27142857,0.42380952,-0.10777813,0.13708325,-0.10246821
0.27142857,0.43333333,-0.10783820,0.14209622,-0.12190626
0.27142857,0.44285714,-0.10772565,0.14711164,-0.14150001
0.27142857,0.45238095,-0.10743803,0.15211944,-0.16120572
0.27142857,0.46190476,-0.10697353,0.15710910,-0.18097720
0.27142857,0.47142857,-0.10633107,0.16206966,-0.20076603
0.27142857,0.48095238,-0.10551033,0.16698979,-0.22052205
0.27142857,0.49047619,-0.10451182,0.17185777,-0.24019367
0.27142857,0.50000000,-0.10333689,0.17666157,-0.25972831
0.27142857,0.50952381,-0.10198775,0.18138877,-0.27907297
0.27142857,0.51904762,-0.10046756,0.18602674,-0.29817474
0.27142857,0.52857143,-0.09878039,0.19056259,-0.31698158
0.27142857,0.53809524,-0.09693122,0.19498318,-0.33544281
0.27142857,0.54761905,-0.09492598,0.19927521,-0.35351011
0.27142857,0.55714286,-0.09277153,0.20342521,-0.37113833
0.27142857,0.56666667,-0.09047558,0.20741956,-0.38828656
0.27142857,0.57619048,-0.08804671,0.21124449,-0.40491924
0.27142857,0.58571429,-0.08549429,0.21488617,-0.42100745
0.27142857,0.59523810,-0.08282840,0.21833065,-0.43653062
0.27142857,0.60476190,-0.08005973,0.22156385,-0.45147824
0.27142857,0.61428571,-0.07719951,0.22457159,-0.46585217
0.27142857,0.62380952,-0.07425928,0.22733955,-0.47966921
0.27142857,0.63333333,-0.07125080,0.22985327,-0.49296451
0.27142857,0.64285714,-0.06818575,0.23209807,-0.50579536
0.27142857,0.65238095,-0.06507552,0.23405899,-0.51824653
0.27142857,0.66190476,-0.06193086,0.23572080,-0.53043604
0.27142857,0.67142857,-0.05876147,0.23706779,-0.54252332
0.27142857,0.68095238,-0.05557550,0.23808382,-0.55471849
0.27142857,0.69047619,-0.05237900,0.23875210,-0.56729460
0.27142857,0.70000000,-0.04917508,0.23905505,-0.58060253
0.27142857,0.70952381,-0.04596309,0.23897426,-0.59508944
0.27142857,0.71904762,-0.04273739,0.23849019,-0.61132157
0.27142857,0.72857143,-0.03948606,0.23758207,-0.63001198
0.27142857,0.73809524,-0.03618911,0.23622766,-0.65205455
0.27142857,0.74761905,-0.03281647,0.23440306,-0.67856401
0.27142857,0.75714286,-0.02932536,0.23208247,-0.71092409
0.27142857,0.76666667,-0.02565732,0.22923803,-0.75084293
0.27142857,0.77619048,-0.02173446,0.22583963,-0.80041629
0.27142857,0.78571429,-0.01745510,0.22185481,-0.86219788
0.27142857,0.79523810,-0.01268864,0.21724877,-0.93927437
0.27142857,0.80476190,-0.00726962,0.21198456,-1.03534150
0.27142857,0.81428571,-0.00099097,0.20602350,-1.15477574
0.27142857,0.82380952,0.00640343,0.19932589,-1.30269134
0.27142857,0.83333333,0.01522676,0.19185239,-1.48497176
0.27142857,0.84285714,0.02585742,0.18356586,-1.70825553
0.27142857,0.85238095,0.03874684,0.17443408,-1.97985518
0.27142857,0.86190476,0.05442615,0.16443364,-2.30757952
0.27142857,0.87142857,0.07351039,0.15355486,-2.69942284
0.27142857,0.88095238,0.09669890,0.14180830,-3.16308379
0.27142857,0.89047619,0.12476973,0.12923266,-3.70526695
0.27142857,0.90000000,0.15856560,0.11590403,-4.33073187
0.27142857,0.90952381,0.19896854,0.10194635,-5.04105663
0.27142857,0.91904762,0.24686022,0.08754206,-5.83311081
0.27142857,0.92857143,0.30306479,0.07294208,-6.69728231
0.27142857,0.93809524,0.36827222,0.05847304,-7.61556101
0.27142857,0.94761905,0.44294146,0.04453974,-8.55969048
0.27142857,0.95714286,0.52718592,0.03161974,-9.48972416
0.27142857,0.96666667,0.62064749,0.02024732,-10.35344887
0.27142857,0.97619048,0.72237200,0.01098433,-11.08726406
0.27142857,0.98571429,0.83070451,0.00437715,-11.61907578
0.27142857,0.99523810,0.94322795,0.00090164,-11.82001305
0.28095238,0.00476190,-0.00195785,0.00005697,0.40492615
0.28095238,0.01428571,-0.00581482,0.00027791,0.40180051
0.28095238,0.02380952,-0.00961646,0.00070656,0.39569184
0.28095238,0.03333333,-0.01336551,0.00133099,0.38961548
0.28095238,0.04285714,-0.01706413,0.00214044,0.38351268
0.28095238,0.05238095,-0.02071401,0.00312529,0.37733287
0.28095238,0.06190476,-0.02431641,0.00427692,0.37103260
0.28095238,0.07142857,-0.02787228,0.00558770,0.36457431
0.28095238,0.08095238,-0.03138228,0.00705085,0.35792571
0.28095238,0.09047619,-0.03484681,0.00866043,0.35105866
0.28095238,0.10000000,-0.03826601,0.01041117,0.34394866
0.28095238,0.10952381,-0.04163987,0.01229851,0.33657402
0.28095238,0.11904762,-0.04496813,0.01431843,0.32891539
0.28095238,0.12857143,-0.04825033,0.01646748,0.32095531
0.28095238,0.13809524,-0.05148581,0.01874262,0.31267768
0.28095238,0.14761905,-0.05467370,0.02114126,0.30406767
0.28095238,0.15714286,-0.05781289,0.02366111,0.29511115
0.28095238,0.16666667,-0.06090203,0.02630022,0.28579476
0.28095238,0.17619048,-0.06393953,0.02905685,0.27610558
0.28095238,0.18571429,-0.06692352,0.03192945,0.26603121
0.28095238,0.19523810,-0.06985183,0.03491665,0.25555947
0.28095238,0.20476190,-0.07272203,0.03801714,0.24467866
0.28095238,0.21428571,-0.07553136,0.04122968,0.23337743
0.28095238,0.22380952,-0.07827673,0.04455306,0.22164486
0.28095238,0.23333333,-0.08095478,0.04798601,0.20947061
0.28095238,0.24285714,-0.08356176,0.05152721,0.19684498
0.28095238,0.25238095,-0.08609366,0.05517520,0.18375909
0.28095238,0.26190476,-0.08854613,0.05892840,0.17020501
0.28095238,0.27142857,-0.09091448,0.06278501,0.15617600
0.28095238,0.28095238,-0.09319379,0.06674303,0.14166664
0.28095238,0.29047619,-0.09537883,0.07080016,0.12667309
0.28095238,0.30000000,-0.09746411,0.07495382,0.11119329
0.28095238,0.30952381,-0.09944394,0.07920107,0.09522717
0.28095238,0.31904762,-0.10131243,0.08353863,0.07877690
0.28095238,0.32857143,-0.10306355,0.08796280,0.06184707
0.28095238,0.33809524,-0.10469113,0.09246945,0.04444493
0.28095238,0.34761905,-0.10618898,0.09705400,0.02658057
0.28095238,0.35714286,-0.10755087,0.10171140,0.00826714
0.28095238,0.36666667,-0.10877061,0.10643610,-0.01047905
0.28095238,0.37619048,-0.10984213,0.11122203,-0.02963834
0.28095238,0.38571429,-0.11075950,0.11606260,-0.04918762
0.28095238,0.39523810,-0.11151706,0.12095069,-0.06910028
0.28095238,0.40476190,-0.11210939,0.12587863,-0.08934616
0.28095238,0.41428571,-0.11253145,0.13083823,-0.10989155
0.28095238,0.42380952,-0.11277863,0.13582073,-0.13069925
0.28095238,0.43333333,-0.11284682,0.14081688,-0.15172863
0.28095238,0.44285714,-0.11273246,0.14581689,-0.17293587
0.28095238,0.45238095,-0.11243260,0.15081047,-0.19427405
0.28095238,0.46190476,-0.11194500,0.15578686,-0.21569349
0.28095238,0.47142857,-0.11126814,0.16073483,-0.23714201
0.28095238,0.48095238,-0.11040131,0.16564275,-0.25856534
0.28095238,0.49047619,-0.10934464,0.17049856,-0.27990752
0.28095238,0.50000000,-0.10809913,0.17528985,-0.30111146
0.28095238,0.50952381,-0.10666671,0.18000385,-0.32211930
0.28095238,0.51904762,-0.10505024,0.18462750,-0.34287333
0.28095238,0.52857143,-0.10325354,0.18914749,-0.36331645
0.28095238,0.53809524,-0.10128141,0.19355023,-0.38339296
0.28095238,0.54761905,-0.09913959,0.19782199,-0.40304956
0.28095238,0.55714286,-0.09683476,0.20194882,-0.42223611
0.28095238,0.56666667,-0.09437451,0.20591664,-0.44090691
0.28095238,0.57619048,-0.09176732,0.20971124,-0.45902172
0.28095238,0.58571429,-0.08902244,0.21331830,-0.47654730
0.28095238,0.59523810,-0.08614984,0.21672343,-0.49345902
0.28095238,0.60476190,-0.08316015,0.21991210,-0.50974274
0.28095238,0.61428571,-0.08006445,0.22286971,-0.52539712
0.28095238,0.62380952,-0.07687417,0.22558156,-0.54043639
0.28095238,0.63333333,-0.07360087,0.22803280,-0.55489379
0.28095238,0.64285714,-0.07025607,0.23020840,-0.56882560
0.28095238,0.65238095,-0.06685086,0.23209313,-0.58231622
0.28095238,0.66190476,-0.06339567,0.23367149,-0.59548461
0.28095238,0.67142857,-0.05989978,0.23492761,-0.60849226
0.28095238,0.68095238,-0.05637082,0.23584521,-0.62155271
0.28095238,0.69047619,-0.05281419,0.23640744,-0.63494402
0.28095238,0.70000000,-0.04923224,0.23659682,-0.64902377
0.28095238,0.70952381,-0.04562338,0.23639508,-0.66424769
0.28095238,0.71904762,-0.04198090,0.23578294,-0.68119240
0.28095238,0.72857143,-0.03829157,0.23474008,-0.70058334
0.28095238,0.73809524,-0.03453397,0.23324485,-0.72332817
0.28095238,0.74761905,-0.03067632,0.23127417,-0.75055665
0.28095238,0.75714286,-0.02667401,0.22880326,-0.78366721
0.28095238,0.76666667,-0.02246655,0.22580560,-0.82438117
0.28095238,0.77619048,-0.01797391,0.22225268,-0.87480319
0.28095238,0.78571429,-0.01309223,0.21811409,-0.93748778
0.28095238,0.79523810,-0.00768887,0.21335749,-1.01550889
0.28095238,0.80476190,-0.00159659,0.20794889,-1.11252916
0.28095238,0.81428571,0.00539282,0.20185314,-1.23286140
0.28095238,0.82380952,0.01353561,0.19503477,-1.38151491
0.28095238,0.83333333,0.02314351,0.18745933,-1.56421077
0.28095238,0.84285714,0.03459121,0.17909533,-1.78735220
0.28095238,0.85238095,0.04832321,0.16991694,-2.05792522
0.28095238,0.86190476,0.06485941,0.15990776,-2.38330269
0.28095238,0.87142857,0.08479806,0.14906560,-2.77092028
0.28095238,0.88095238,0.10881475,0.13740864,-3.22778797
0.28095238,0.89047619,0.13765547,0.12498271,-3.75980067
0.28095238,0.90000000,0.17212129,0.11186992,-4.37081671
0.28095238,0.90952381,0.21304248,0.09819797,-5.06148243
0.28095238,0.91904762,0.26123893,0.08414960,-5.82781124
0.28095238,0.92857143,0.31746462,0.06997105,-6.65956402
0.28095238,0.93809524,0.38233456,0.05597792,-7.53853703
0.28095238,0.94761905,0.45623404,0.04255630,-8.43696404
0.28095238,0.95714286,0.53921282,0.03015681,-9.31632900
0.28095238,0.96666667,0.63087076,0.01927905,-10.12701416
0.28095238,0.97619048,0.73024631,0.01044451,-10.80926323
0.28095238,0.98571429,0.83572447,0.00415747,-11.29593849
0.28095238,0.99523810,0.94498527,0.00085569,-11.47701645
0.29047619,0.00476190,-0.00207117,0.00005636,0.42724997
0.29047619,0.01428571,-0.00614092,0.00027484,0.42339352
0.29047619,0.02380952,-0.01014278,0.00069861,0.41588989
0.29047619,0.03333333,-0.01408071,0.00131569,0.40847740
0.29047619,0.04285714,-0.01795802,0.00211532,0.40109241
0.29047619,0.05238095,-0.02177748,0.00308784,0.39367965
0.29047619,0.06190476,-0.02554135,0.00422463,0.38619113
0.29047619,0.07142857,-0.02925150,0.00551801,0.37858516
0.29047619,0.08095238,-0.03290942,0.00696120,0.37082526
0.29047619,0.09047619,-0.03651627,0.00854823,0.36287948
0.29047619,0.10000000,-0.04007293,0.01027387,0.35471964
0.29047619,0.10952381,-0.04357997,0.01213355,0.34632048
0.29047619,0.11904762,-0.04703771,0.01412330,0.33765933
0.29047619,0.12857143,-0.05044619,0.01623970,0.32871541
0.29047619,0.13809524,-0.05380521,0.01847983,0.31946960
0.29047619,0.14761905,-0.05711425,0.02084114,0.30990386
0.29047619,0.15714286,-0.06037255,0.02332151,0.30000126
0.29047619,0.16666667,-0.06357904,0.02591907,0.28974545
0.29047619,0.17619048,-0.06673234,0.02863226,0.27912071
0.29047619,0.18571429,-0.06983076,0.03145969,0.26811180
0.29047619,0.19523810,-0.07287227,0.03440018,0.25670388
0.29047619,0.20476190,-0.07585452,0.03745260,0.24488243
0.29047619,0.21428571,-0.07877477,0.04061596,0.23263346
0.29047619,0.22380952,-0.08162997,0.04388924,0.21994337
0.29047619,0.23333333,-0.08441667,0.04727141,0.20679921
0.29047619,0.24285714,-0.08713105,0.05076139,0.19318868
0.29047619,0.25238095,-0.08976895,0.05435797,0.17910039
0.29047619,0.26190476,-0.09232587,0.05805981,0.16452396
0.29047619,0.27142857,-0.09479690,0.06186535,0.14945029
0.29047619,0.28095238,-0.09717686,0.06577283,0.13387167
0.29047619,0.29047619,-0.09946024,0.06978019,0.11778217
0.29047619,0.30000000,-0.10164122,0.07388505,0.10117772
0.29047619,0.30952381,-0.10371376,0.07808473,0.08405646
0.29047619,0.31904762,-0.10567155,0.08237611,0.06641894
0.29047619,0.32857143,-0.10750816,0.08675569,0.04826839
0.29047619,0.33809524,-0.10921697,0.09121949,0.02961094
0.29047619,0.34761905,-0.11079130,0.09576309,0.01045587
0.29047619,0.35714286,-0.11222441,0.10038155,-0.00918422
0.29047619,0.36666667,-0.11350962,0.10506941,-0.02929318
0.29047619,0.37619048,-0.11464030,0.10982066,-0.04985118
0.29047619,0.38571429,-0.11561000,0.11462874,-0.07083458
0.29047619,0.39523810,-0.11641246,0.11948653,-0.09221581
0.29047619,0.40476190,-0.11704174,0.12438634,-0.11396338
0.29047619,0.41428571,-0.11749224,0.12931989,-0.13604181
0.29047619,0.42380952,-0.11775880,0.13427836,-0.15841170
0.29047619,0.43333333,-0.11783677,0.13925233,-0.18102990
0.29047619,0.44285714,-0.11772204,0.14423186,-0.20384954
0.29047619,0.45238095,-0.11741119,0.14920644,-0.22682035
0.29047619,0.46190476,-0.11690146,0.15416510,-0.24988887
0.29047619,0.47142857,-0.11619090,0.15909636,-0.27299884
0.29047619,0.48095238,-0.11527836,0.16398823,-0.29609159
0.29047619,0.49047619,-0.11416356,0.16882838,-0.31910646
0.29047619,0.50000000,-0.11284714,0.17360404,-0.34198135
0.29047619,0.50952381,-0.11133070,0.17830205,-0.36465344
0.29047619,0.51904762,-0.10961682,0.18290898,-0.38705960
